,probe_1,probe_2,probe_3,probe_4,probe_5,probe_6,probe_7,probe_8,probe_9,probe_10,probe_11,probe_12,probe_13,probe_14,probe_15,probe_16,probe_17,probe_18,probe_19,probe_20,probe_21,probe_22,probe_23,probe_24,probe_25,probe_26,probe_27,probe_28,probe_29,probe_30,probe_31,probe_32,probe_33,probe_34,probe_35,probe_36,probe_37,probe_38,probe_39,probe_40,probe_41,probe_42,probe_43,probe_44,probe_45,probe_46,probe_47,probe_48,probe_49,probe_50
sample_11,2.0584494295802447,12.203823484477883,77.22447692966574,3.142918568673425,41.7411003148779,36.77831327192532,9.310276780589922,65.76128923003434,29.444889206958567,89.00053418175663,43.89714207056361,49.16158751168324,10.077800137742665,10.31238688359326,14.299168205283586,11.752624677710488,45.56567527857129,59.41307153521351,52.01635011119934,45.913575623826134,3.9312139841098936,2.007119777772637,17.33735952947548,53.258943255158584,16.426579793099293,15.167487973275119,15.33514031160802,80.28534485980114,6.7076477388427485,23.10747965880714,59.02949425148078,27.4055220687206,66.36711653626482,18.513292883861965,3.700763471549262,87.36771141863387,94.27317741351257,88.87480798689772,70.83629767150347,96.29920038589947,42.6181302235973,86.86231679556109,69.49818861265426,3.1586144825642037,55.53635509376312,91.2363345616691,23.605046334646396,31.61561049767505,49.71747640084273,81.78342161750216
sample_12,96.99098521619943,49.51769101112702,19.87156815341724,63.64104112637804,22.210781047073024,63.23058305935795,89.72157579533267,56.830860333547164,38.50977286019253,33.79951568515358,7.845638134226595,47.34717707805657,1.8221825651549728,90.25529066795667,76.15106317174723,64.92103021160635,62.013259780153675,38.08908566310215,85.21815003185401,98.0032575285477,79.94103989090426,32.20791655831783,89.67654246264252,5.182353682242691,81.45747202313821,31.172206779554823,58.62298320167972,0.4632023004602859,74.99604703991778,67.18927435987284,26.806364082287626,55.417800251579344,93.6829739324758,54.190094737835814,59.6269878482053,98.40834691992951,64.96466489923685,95.56514982297534,83.7013328363672,34.187216603868606,45.13870243296755,77.65968527917417,86.01223971892045,93.62122462436898,71.92017782722638,21.066218900566657,7.349674733001265,50.723480868839246,61.78472402012139,12.020905537060845
sample_13,83.24426408004217,3.4388521115218396,0.5522117123602399,31.435598107632668,11.98653673336828,63.35297107608947,90.04180571633304,9.367476782809248,85.11366715168569,37.5582952639944,2.535074341545751,17.320186991001517,9.44429607559284,50.525237244785714,61.82180633162611,74.60448792654233,27.738118298113267,96.99143978146031,55.190683877448556,49.26180939928696,62.79003894909078,21.144800699654464,8.023374566164222,33.660427819392055,66.51972206962002,24.848913981446575,50.5888678884466,33.34991716911442,20.990559309558577,1.9710537754364155,62.4148907849134,65.14203883518643,73.25720972102503,87.29458358764083,23.000883728770305,76.82734138645182,60.773679487885914,86.21276172654507,69.74714616692836,63.26218931339481,16.362382119166917,77.0921844644052,77.98509888933498,5.1971283651472415,22.845474133129873,62.296658356348274,16.975790508754073,4.15728590503921,86.89049844787182,54.448909796084955
sample_14,21.233911067827616,90.9320402078782,81.54614284548342,50.85706911647028,33.7615171403628,53.57746840747585,63.31014572732679,36.77158030594335,31.692200515627768,9.3981939840869,96.26484146779251,43.385164923797305,68.30067734163569,82.64574661077417,10.112267612279025,58.336876509715964,18.81211597237613,84.21189231357087,56.093797153538624,32.875161028750824,8.17590319488719,32.74973521779147,52.451138957025464,13.441467693897424,52.30654247691193,74.3946292572677,61.14542354346478,39.81686935909433,89.80542894407138,10.410858198457385,40.941165219124045,82.97418037072016,21.494037859075675,73.22248864095612,12.056688577727881,41.77667821673337,51.26885110165086,80.95160747248781,68.01407717603004,93.20281055100175,79.48095487499293,84.47832281168877,3.9618825348357145,54.12963353010704,99.63339160567419,63.156022009252055,51.977394855601766,14.834320096208886,57.060974663882966,0.575866049812157
sample_15,18.182496720710063,25.87799816000169,70.68573438476172,90.7566473926093,94.29097039125192,9.02897700544083,33.90297910487007,26.520236768172545,16.94927466860925,57.8280140996174,83.59801205122058,39.85047343973734,7.118864846022898,32.00496010306117,8.410680611499743,96.21725484745419,46.36984049399822,83.83287047111378,87.66536026583451,63.34008543167258,87.35786241067773,11.976213181925122,41.03968269896615,6.337497047276774,35.88304841235025,3.353243473577938,1.8110183820840509,53.73956029379229,20.513964048200716,79.99160853731894,55.204718085198024,20.64212717606032,3.1183135061284672,80.65611478614497,7.695320162920916,42.13570022770702,23.06698117177587,65.52419806390218,61.86113782151843,10.250972799067926,69.36822257814886,76.10239909429988,48.0506947257829,70.90605194509165,97.4793162146783,73.3113022415281,33.70031764312863,98.66301229588468,3.038705969683686,32.45858299002703
sample_16,18.34045098534338,66.2522284353982,72.90071680409874,24.929222914887493,32.320293202075526,83.5302495589238,34.92095746126609,24.398964337908357,55.68012624583501,3.5942273796742086,69.59742060936979,61.585009805221645,31.89756302937613,89.55232284962005,70.096913145912,37.48705795237041,35.33522280260528,46.86931597949703,40.3482866212397,24.014561877819308,92.08724005318132,89.0527280739895,98.23786169086064,98.99602323899452,87.72005408131082,56.98896848713165,87.21239089441515,91.98556164127605,19.068772066366655,17.85446620543336,43.61265291353167,1.0995828658480478,26.22640442998251,65.87833667107174,69.62887758781397,73.75823015888915,17.652803200550828,55.08573706091393,75.27166395576413,93.72284872364511,22.07696127887604,62.62203216314154,10.493017841817487,87.09691237460856,65.03256863469369,13.15676851272598,82.88833658826094,96.51186964360456,93.09486955069778,36.646153487139784
sample_17,30.42422429595377,31.171107608941096,77.12703466859458,41.038292303562976,51.87906217433661,32.07800649717358,72.59556788702393,97.30105547524455,93.6154774160781,46.55980181324602,40.89529444142699,63.50936508676438,84.48753109694546,38.92016787341631,7.276300636419353,28.571208628186074,58.365611185087204,41.48195023376652,13.401522845064074,7.586332810866391,6.107795985486375,59.359245355404866,11.203890216805235,32.235384497472296,39.244510742263536,76.24586857406905,93.21182824836124,34.634599436596126,3.654966784809488,65.27461078518748,29.44657595419177,13.688563006880727,59.507793070025485,69.22765645178525,33.98749637680661,23.877714576830233,22.048620907017536,8.698675991141014,15.86051052930737,68.78857223008133,8.238104561584269,13.124487768238758,24.204501586252746,71.40869321324278,19.954245092914512,71.58249646820886,43.08875236618059,0.49399809344096157,68.95267510315611,39.61726916092554
sample_18,52.475643163223786,52.00680211778108,7.4044651734090365,75.55511385430486,70.30189588951778,18.651851039985424,89.71102599525771,39.30977246667604,69.6029796674973,54.26446347075766,17.329432007084577,4.530400977204452,2.3271935735825866,1.083765148029836,82.18600592903562,86.85991281894603,7.773463696498483,27.340707193070624,2.8782676313338973,12.887972191064922,27.687764814720374,67.91023191444896,39.785559904574164,80.98744458546349,81.65994394715771,87.67656367617495,56.51331835892089,34.69532018962277,47.206694510999924,23.81827810467265,94.84533069621567,90.00186418481051,5.1425813484250344,84.91956515653193,72.47667715287615,11.047411313139467,18.643826214425452,40.845321307069874,88.08707591989284,6.78370591051719,68.0499302074713,3.2526179491251916,98.66625932671465,80.17280830697918,68.02282424312914,90.9032520665641,24.871427258762992,95.18117854232389,67.65133857772466,69.54672066898621
sample_19,43.194501864211574,54.67102793432797,35.84657285442726,22.879816549162246,36.3629602379294,4.077514155476392,88.70864242651173,89.20465551771133,57.0061170089365,28.65412521282844,15.643704267108605,37.46126146264712,81.44684825889358,90.53819764192636,70.62422271564962,22.359583851945263,97.43948076661665,5.6375496650927115,75.5137255673619,12.804583895777244,80.62012797930613,78.91712386073382,96.94704332753689,25.464065476376383,43.91349085702184,34.20817487159075,69.66508238768922,73.75012481097484,56.48411332626164,9.944139275934516,76.36057941597608,87.38900775625153,49.636624720123635,24.966800885918595,6.535634079894237,35.462215764077655,77.95844735667534,37.2688517012314,87.1843527745232,30.096356694681624,65.45112142811352,92.08478478156869,14.249554290151323,33.94501925428061,7.219840897917584,17.968310887024195,61.714498660403,63.91199378155004,21.567515239771716,38.85581012703457
sample_20,29.122914019804192,18.485445552552704,11.586905952512971,7.697990982879299,97.17820827209607,59.08929431882418,77.98755458576238,63.11386259972629,9.717649377076853,59.08332605690107,25.024289816459532,62.58599157142364,28.185477477339994,9.128667678613356,8.134878064189976,96.32225394406113,98.62107444796028,86.47223762550531,62.03095513534647,15.190269351229436,74.82596903836584,49.84421989290573,86.55071258939803,68.15027222239293,37.69444294249076,82.12573046720128,92.24993811772957,45.221794088980715,6.570863942835237,24.317219099945408,14.011317576645254,59.74131021703083,59.68428489168892,48.942496364314046,31.529033783061035,28.723899165408174,35.01252591667301,25.97537837603262,2.9247283034559146,70.81720886452815,27.32595269982093,61.665031452073805,49.888815345135605,81.48251137465122,3.0652502205806065,23.754332492387764,70.67772168854458,86.79182945200222,65.88854702326572,44.86936226225306
sample_21,61.18528947223795,96.95846277645586,86.31034258755935,28.9751452913768,96.24472949421113,67.75643618422824,64.20316461542878,79.48113035416485,61.500722669916975,3.050024993904943,54.92266647061205,50.31362585800877,11.816482762165625,31.93136375904149,8.483771408519193,1.2154474689816341,69.81617140197451,81.29010091300776,70.40797680992236,13.882717264941014,18.45210193563773,8.69202880874237,81.707207094928,76.02278598896865,46.26797856696064,11.063173695520723,70.72386343133986,22.460482293998197,77.55276166950105,72.22669318556592,86.84679758979128,60.051686043365336,33.424389081696084,22.120944181960223,53.949129237533725,29.630812045599008,5.784267656339637,72.3420113688585,82.58167505647627,6.73506014687717,95.08635622504103,79.65372909761763,61.81557343181191,8.011484638467515,25.76828885112137,97.13950940416396,16.704190790094987,45.47398556338591,39.386440565415846,23.754413087432745
sample_22,13.949386065204184,77.51328233611146,62.329812682755794,16.122128725400444,25.178229582536417,1.6587828927856152,8.413996499504883,50.26370931051921,99.00538501042632,3.7348188749214417,71.45959227000624,85.64898411883223,69.67371653641507,95.0061967050805,98.66395785011754,96.98788267076391,53.60963663441204,99.97176732861305,21.296416150891073,64.08747448032146,20.93493233367103,53.71065418185478,25.790282704493983,59.56387406078443,30.13778741641421,84.64522917345182,15.253904291426135,45.24395161326934,45.32888347480276,85.56964681062857,48.743119824951364,66.50366745462554,77.09122037458219,98.7668007996647,79.07231648389636,23.360775104990992,96.91026301408114,49.58757350787708,12.886986747344519,58.217046017627325,15.105789178090024,48.152235151255006,70.2464970544104,89.48166560605276,46.26229567393163,18.097695270948975,16.761921628831765,51.55960285792502,65.12329770414921,37.325179162934006
sample_23,29.214464853521815,93.9498941564189,33.08980248526492,92.96976523425731,49.72485058923854,51.2093058299281,16.162871409461378,57.69038846263591,14.008401523652402,82.26005606596583,66.01973767177313,65.8693631618945,62.8942846779884,95.06071469375561,37.427079575612034,4.315991195057611,30.952761628632775,99.66368370739053,13.637147558676975,18.188008439914483,37.0472102791382,58.68411180208791,17.088758739006582,47.15761885501584,74.76093801762511,12.748866233198243,57.62883601668132,14.085702037979985,52.439026932758004,83.02198645669915,89.45522268940914,17.53712786234496,10.65982531337718,94.40593396866133,31.875250293206992,4.209318963636188,88.37858849634257,8.104621590764793,33.51188542591419,34.588305695295674,43.23348010426019,11.730818896239448,55.96486834869141,54.75923761537362,86.82725054083805,85.4385093369579,3.667142693354297,48.88465802569202,10.659303030799073,22.726962726315147
sample_24,36.63618432936917,89.48273504276489,6.355835028602364,80.8120379564417,30.087830981676966,22.649577519793795,89.85541885270793,49.25176938188639,51.832965236373674,36.019064141126286,27.993389694594285,16.29344270814297,87.74720135270529,57.34378881232861,37.06421470668909,89.11431136980711,81.37950197069486,55.543170560262745,1.4544665667881929,34.56672833238632,48.45229851910213,74.54394741843299,66.8643219924431,41.18409141472685,50.27203900924791,39.72872905603673,60.67150463828559,17.63869865062233,44.07627469382282,39.71835296184548,79.98552559473153,91.44119459249598,7.513778173580876,3.94268113685059,62.58913764370091,1.787393473341381,92.77522831952129,22.018320194981133,74.35082562916078,62.091551776747714,94.36159201675989,12.518579220255043,0.9770847419183659,81.72977699624937,72.7169069766308,49.227785644803475,73.64020150656405,66.68642575461044,65.7845304603036,7.319592376844364
sample_25,45.606998421703594,59.78999788110851,31.09823217156622,63.34037565104234,28.484049437746762,64.51727904094498,60.642905965958995,19.52429877980445,87.73730719279554,12.706051265188478,95.48652806631941,7.056874740042984,73.50710438038858,63.183721216979926,81.27995672575025,52.77011090862999,68.47311725538793,76.89874151805105,35.058755880659696,89.67884099060119,61.825477153029595,43.16595462296794,92.93759891275857,34.88682665429953,23.22126951468173,79.72953657795536,42.4130671302386,49.83677727394797,40.0763060875326,66.80851365706462,42.52135044692334,41.87705248920731,72.81887562036033,70.55751725156884,88.5977748236187,98.77223897360315,99.49078226464353,68.32587636595959,16.07598960483082,4.5742033812512854,41.97273169261223,68.55652872289714,32.64613082439919,45.23182845183001,74.2706521199981,24.723107440317705,66.38045276218051,13.96512547563129,99.94137257706666,60.34485933813779
sample_26,78.51759613930136,92.18742350231169,32.518332202674706,87.14605901877177,3.6886947354532795,17.436642900499145,0.9197051616629648,72.24521152615053,74.07686177542044,52.224326005480435,73.78969166957685,64.24192782063156,80.34809303848486,44.84455219783198,94.72485773838586,99.29647961193004,16.26169393448913,94.47657298824281,58.991768685463306,47.39616402628724,36.891363956977244,12.758030279556376,55.67628930139298,92.95291442478259,89.95745732745685,14.991742734877377,73.64442356247228,41.89254495045479,55.96403313082179,20.498429541582098,2.24693083201174,38.31385282494975,49.549131620619846,92.52483174156659,61.58631881823046,42.77731337358623,17.38952492194873,7.613085949030019,81.79670241190622,87.15368061523763,63.85259476640856,43.030589489946266,51.771164338471145,64.35776951965249,42.54933344480754,87.07499012725114,47.46308757498139,2.9973589872677953,4.821203886055603,66.82127985550163
sample_27,19.967378215835975,8.84925020519195,72.96061783380641,80.36720768991145,60.956433397989684,69.09377381024659,10.147154286603211,28.07723624408558,69.7015740995268,76.99935530986109,55.43540525114007,2.6511310541621813,28.203457257130648,29.321077169806454,98.6001063822871,7.379656473539886,91.09271844938425,84.96473906774115,39.22440450997323,66.75577385210272,46.25347161331479,28.377590579872447,57.161268946989985,83.06194077877291,38.38912213732114,22.92513952326415,93.43670147690149,91.48459010681,15.52402459307125,29.314773026101328,26.867735938494608,51.89177052828376,68.84023964277361,18.057534512733355,23.295947475363377,38.432664715968166,39.62420189026587,85.12069140487687,83.21341779577419,97.3488969177397,39.75943979627943,20.052472670033673,8.786649914483336,52.640266093611324,34.59349925469629,44.53052550026655,84.41704489691972,30.79299415911909,97.71741842213173,61.94903460096145
sample_28,51.42344384136116,19.59828624191452,63.75574713552131,18.657005888603585,50.26790232288615,38.67353463005374,66.35017691080559,2.431596643145384,70.24840839871092,21.582102749684317,61.17207462343522,58.57755812734633,17.743954377972283,32.8664545369916,75.33781852589416,55.38542844013208,82.2537242923169,24.734810174319765,43.747492202372904,17.231987120162984,74.74709381337566,36.30822963986351,27.997909366028416,96.50269106665125,54.35528611139886,72.22525683930662,92.55685129067763,36.23938991166331,18.19281304952711,89.63358185211197,54.16342146608669,4.696596677505505,43.48273386037462,56.79452305526295,2.440078155653802,67.96472826930699,75.82384757040913,49.51465270139743,50.746773376083624,96.88778552856915,27.421520234867003,49.15945467414369,35.06269312091808,73.15895217553319,37.10387629846027,51.48173539296902,80.56701529500532,70.46807627366466,40.690796072287064,46.34940438005724
sample_29,59.24145688620425,4.522728891053807,88.72127425763266,89.25589984899777,5.147875124998935,93.67299887367345,0.5061583846218687,64.54722959071678,35.94911512197552,62.28904758190003,41.96000624277899,94.02302414249576,75.06147516408583,67.25184560770384,37.62595855309158,96.9302535619099,94.9799913291924,45.05441353100935,90.41586944937484,19.228901880867078,3.66832028905979,64.59172413316013,76.94929331919369,12.429722348554472,90.6472110964547,72.00365365460743,45.08393714041321,58.05883502780434,86.17856210135173,1.3001923510736035,63.347821982614725,16.628336875607943,24.640203323910683,91.54882975880419,87.00988739009298,21.825388786506416,69.60206180537922,48.0586577326648,0.638587171683358,74.96518317429248,98.39776479598282,6.420893707513409,3.3203108791366565,8.162998203058958,98.76495637360578,35.92333693997657,58.535436439675216,20.185345212294838,87.07534503372591,37.978578017922985
sample_30,4.645041271999773,32.53303307632643,47.22149251619493,53.93422419156507,27.864646423661142,13.752094414599325,16.080805141749867,17.711067940704893,29.359184426449335,8.5347464993768,24.773098950115745,57.5474177875879,80.6834739267264,75.237452943768,8.350071669866876,52.30978441701488,72.571950838836,12.915941515149498,34.82554670233004,4.086861626647886,25.243694434402077,57.077830466891186,18.704374855752338,73.08674752036443,62.42379959139921,64.11476328852973,11.323804584075525,63.22642879195304,94.61154621336327,8.550853085446807,25.788768543320227,73.80336164263704,81.91023176741997,3.394597858579884,2.126941085038714,94.99611839502253,15.389590633985506,59.24077846595176,28.703813317491278,13.008624013063198,40.9334006315043,58.19714019143988,7.857849715502074,6.03520839905638,4.010919141248248,59.29508514349274,86.82712805132586,67.34324333249174,78.23854840582734,86.33336495718252
